purchase_id,customer_id,purchase_date,product_category,payment_method,purchase_amount,items_quantity,discount_applied,discount_amount
415,826,2024-12-11,Beauty,Credit Card,450.45,10,True,30.36
416,787,2024-07-10,Home & Garden,Credit Card,380.88,8,False,0.0
417,362,2024-09-15,Books,PayPal,68.18,5,True,22.05
418,404,2024-10-24,Sports,Debit Card,395.52,8,True,8.62
419,976,2024-10-31,Clothing,Credit Card,95.73,4,False,0.0
420,488,2024-11-28,Books,Credit Card,262.47,9,True,5.49
421,909,2024-10-16,Books,Debit Card,207.72,1,False,0.0
422,431,2024-09-26,Books,Debit Card,132.7,8,False,0.0
423,282,2024-08-23,Clothing,Credit Card,47.16,4,False,0.0
424,897,2024-07-03,Clothing,Credit Card,260.3,10,False,0.0
425,247,2024-06-28,Clothing,PayPal,273.4,1,False,0.0
426,527,2024-11-28,Beauty,Gift Card,90.02,4,True,17.31
427,290,2024-11-15,Clothing,Credit Card,321.23,6,False,0.0
428,277,2024-08-24,Books,Gift Card,138.57,7,False,0.0
429,638,2024-06-30,Sports,Debit Card,26.4,1,True,34.1
430,702,2024-09-25,Electronics,Gift Card,274.7,8,False,0.0
431,12,2024-09-09,Electronics,PayPal,420.3,7,False,0.0
432,731,2024-10-16,Electronics,Gift Card,475.47,8,False,0.0
433,182,2024-08-18,Home & Garden,Credit Card,229.83,3,True,44.37
434,740,2024-08-26,Electronics,PayPal,447.2,8,True,25.71
435,575,2024-07-08,Beauty,Credit Card,146.38,10,False,0.0
436,933,2024-06-18,Books,Gift Card,404.29,6,False,0.0
437,916,2024-08-02,Clothing,PayPal,459.55,4,False,0.0
438,248,2024-09-20,Electronics,PayPal,331.5,8,True,44.82
439,625,2024-08-17,Beauty,Debit Card,464.72,2,True,10.26
440,758,2024-06-22,Electronics,Credit Card,283.88,8,False,0.0
441,91,2024-10-17,Books,Credit Card,400.01,4,True,21.25
442,497,2024-08-23,Books,Credit Card,386.06,3,True,43.16
443,307,2024-08-19,Electronics,Gift Card,358.93,3,False,0.0
444,577,2024-07-15,Sports,Debit Card,69.6,10,True,24.55
445,536,2024-10-14,Books,Debit Card,130.51,8,False,0.0
446,44,2024-11-05,Clothing,PayPal,451.96,6,True,25.48
447,20,2024-07-30,Beauty,Gift Card,459.07,5,True,35.85
448,773,2024-08-11,Home & Garden,Debit Card,264.01,5,False,0.0
449,881,2024-10-14,Beauty,Gift Card,250.06,1,True,28.4
450,451,2024-11-14,Electronics,Credit Card,231.0,6,True,16.95
451,740,2024-08-26,Electronics,PayPal,122.27,9,False,0.0
452,661,2024-09-26,Sports,Gift Card,330.69,6,True,16.56
453,634,2024-08-15,Electronics,Gift Card,368.59,10,False,0.0
454,248,2024-08-29,Beauty,Gift Card,393.04,6,False,0.0
455,57,2024-10-07,Books,Gift Card,486.38,1,True,17.16
456,517,2024-07-01,Books,PayPal,457.36,2,True,7.74
457,493,2024-07-07,Home & Garden,Debit Card,298.84,7,True,23.49
458,666,2024-11-25,Beauty,PayPal,302.52,5,False,0.0
459,49,2024-06-28,Home & Garden,Gift Card,263.24,2,False,0.0
460,326,2024-12-07,Beauty,PayPal,301.7,6,False,0.0
461,957,2024-09-29,Beauty,Gift Card,329.94,4,False,0.0
462,31,2024-08-25,Sports,Credit Card,385.34,2,True,48.49
463,888,2024-07-10,Books,Debit Card,484.14,4,True,21.08
464,692,2024-10-17,Electronics,PayPal,224.08,10,False,0.0
465,590,2024-06-26,Electronics,Debit Card,335.52,7,False,0.0
466,249,2024-09-20,Sports,Credit Card,444.71,3,True,34.38
467,980,2024-06-27,Home & Garden,Debit Card,37.68,4,True,4.51
468,475,2024-11-07,Home & Garden,Credit Card,348.85,5,False,0.0
469,463,2024-10-07,Beauty,PayPal,452.82,10,True,3.78
470,228,2024-06-21,Books,Debit Card,243.63,2,True,36.11
471,438,2024-07-03,Electronics,Debit Card,257.5,6,False,0.0
472,327,2024-07-27,Books,Credit Card,328.27,6,False,0.0
473,27,2024-06-18,Clothing,Debit Card,91.8,2,False,0.0
474,697,2024-11-24,Beauty,Credit Card,229.87,6,False,0.0
475,799,2024-07-24,Books,PayPal,432.98,4,False,0.0
476,230,2024-08-22,Home & Garden,Debit Card,91.22,3,True,16.84
477,385,2024-09-21,Sports,PayPal,38.81,7,True,8.22
478,845,2024-09-24,Clothing,Gift Card,248.43,3,True,25.11
479,70,2024-10-17,Sports,Credit Card,372.41,3,True,40.39
480,436,2024-07-30,Books,Gift Card,334.48,4,True,48.2
481,597,2024-10-06,Beauty,Debit Card,17.14,10,True,44.01
482,773,2024-11-24,Books,PayPal,399.99,4,False,0.0
483,516,2024-11-04,Clothing,Gift Card,34.32,4,True,29.19
484,869,2024-09-02,Sports,Gift Card,65.36,7,True,29.11
485,657,2024-10-25,Electronics,Gift Card,280.05,2,False,0.0
486,707,2024-09-13,Clothing,Gift Card,493.17,1,True,36.25
487,133,2024-07-07,Clothing,Credit Card,39.27,2,True,11.7
488,235,2024-09-21,Electronics,Gift Card,385.74,10,False,0.0
489,274,2024-09-17,Books,PayPal,159.25,7,True,8.09
490,663,2024-07-03,Clothing,Debit Card,355.39,7,True,35.97
491,318,2024-12-06,Home & Garden,Credit Card,312.31,7,False,0.0
492,697,2024-10-20,Clothing,PayPal,356.2,1,False,0.0
493,259,2024-09-07,Sports,Debit Card,435.23,10,True,48.52
494,814,2024-07-12,Books,Gift Card,390.61,2,True,49.11
495,514,2024-08-19,Clothing,Debit Card,334.19,5,False,0.0
496,628,2024-12-02,Electronics,Credit Card,311.81,5,True,19.7
497,180,2024-07-22,Home & Garden,Gift Card,34.83,8,False,0.0
498,859,2024-10-09,Books,Debit Card,464.24,10,False,0.0
499,220,2024-09-26,Books,PayPal,61.99,6,True,37.01
500,185,2024-08-18,Home & Garden,PayPal,210.25,1,False,0.0
501,553,2024-11-18,Beauty,PayPal,192.31,5,False,0.0
502,862,2024-07-01,Books,PayPal,222.46,1,False,0.0
503,467,2024-08-18,Home & Garden,Credit Card,178.01,4,True,36.84
504,858,2024-06-27,Books,PayPal,344.54,2,False,0.0
505,788,2024-06-24,Electronics,Debit Card,349.19,6,False,0.0
506,279,2024-11-06,Beauty,Debit Card,10.82,10,False,0.0
507,415,2024-09-24,Home & Garden,PayPal,333.79,1,True,20.63
508,35,2024-08-08,Beauty,Debit Card,83.39,4,False,0.0
509,961,2024-09-23,Electronics,Gift Card,147.13,8,False,0.0
510,629,2024-10-09,Books,Gift Card,439.29,5,False,0.0
511,983,2024-07-21,Beauty,Gift Card,305.56,9,False,0.0
512,284,2024-06-17,Books,PayPal,240.56,8,False,0.0
513,975,2024-10-13,Electronics,Debit Card,427.43,6,False,0.0
514,261,2024-08-14,Clothing,Gift Card,247.75,5,True,13.73
515,169,2024-12-04,Books,Credit Card,253.87,4,True,48.6
516,528,2024-07-03,Books,PayPal,492.18,9,False,0.0
517,376,2024-08-19,Books,Debit Card,169.35,5,True,37.88
518,118,2024-07-05,Sports,Credit Card,251.8,5,False,0.0
519,897,2024-08-25,Electronics,Credit Card,269.16,5,False,0.0
520,898,2024-12-03,Clothing,PayPal,20.74,2,True,15.01
521,502,2024-08-16,Books,Gift Card,75.87,5,True,43.43
522,219,2024-06-21,Sports,Debit Card,139.96,5,True,36.42
523,144,2024-07-06,Books,PayPal,102.15,4,True,7.35
524,902,2024-08-09,Sports,Credit Card,75.61,1,True,3.02
525,787,2024-10-21,Clothing,Credit Card,438.68,3,True,14.0
526,606,2024-10-16,Beauty,Credit Card,189.08,2,True,31.16
527,889,2024-07-11,Clothing,Gift Card,145.73,10,True,47.16
528,488,2024-08-21,Beauty,Debit Card,275.83,5,False,0.0
529,866,2024-06-25,Beauty,Credit Card,352.0,1,False,0.0
530,223,2024-11-05,Beauty,Debit Card,304.34,6,False,0.0
531,199,2024-09-23,Books,PayPal,448.47,3,False,0.0
532,475,2024-08-27,Clothing,Gift Card,37.58,1,True,16.99
533,283,2024-11-10,Beauty,Credit Card,498.53,3,True,49.41
534,437,2024-08-23,Home & Garden,PayPal,239.1,3,True,31.9
535,658,2024-06-28,Beauty,Debit Card,26.27,7,False,0.0
536,442,2024-11-13,Electronics,PayPal,72.56,8,False,0.0
537,853,2024-07-18,Books,PayPal,270.15,9,False,0.0
538,793,2024-07-04,Beauty,Credit Card,32.55,8,False,0.0
539,438,2024-08-10,Sports,Gift Card,31.79,7,True,38.82
540,879,2024-10-05,Books,Debit Card,29.39,3,False,0.0
541,338,2024-07-06,Electronics,Credit Card,56.21,3,True,48.5
542,273,2024-11-15,Clothing,Gift Card,326.59,6,False,0.0
543,661,2024-08-14,Books,Gift Card,80.29,10,True,19.72
544,806,2024-08-04,Sports,Debit Card,395.6,2,False,0.0
545,618,2024-09-18,Home & Garden,Gift Card,159.94,6,False,0.0
546,168,2024-11-22,Electronics,Debit Card,359.75,4,True,33.34
547,884,2024-10-28,Home & Garden,Credit Card,210.92,4,True,20.97
548,762,2024-07-15,Clothing,Debit Card,141.24,6,False,0.0
549,334,2024-10-24,Electronics,Gift Card,336.72,9,True,25.67
550,67,2024-09-26,Sports,Gift Card,451.52,7,True,38.85
551,985,2024-10-15,Clothing,Gift Card,81.91,3,True,1.81
552,823,2024-08-23,Books,Gift Card,416.64,4,True,41.33
553,514,2024-09-04,Home & Garden,Gift Card,80.98,1,False,0.0
554,987,2024-12-08,Clothing,Credit Card,266.88,8,False,0.0
555,260,2024-11-10,Books,Gift Card,414.61,7,True,43.43
556,400,2024-11-01,Clothing,Gift Card,474.84,7,True,24.64
557,666,2024-08-26,Beauty,Gift Card,74.43,7,False,0.0
558,166,2024-07-27,Sports,Gift Card,306.3,8,False,0.0
559,838,2024-07-14,Home & Garden,Debit Card,456.83,9,False,0.0
560,190,2024-10-25,Sports,PayPal,208.14,1,True,7.77
561,836,2024-09-05,Clothing,PayPal,276.83,3,True,12.34
562,210,2024-07-06,Books,Debit Card,138.05,4,False,0.0
563,369,2024-08-11,Beauty,Credit Card,240.02,6,False,0.0
564,7,2024-08-23,Electronics,Credit Card,92.6,2,True,21.91
565,633,2024-11-09,Sports,PayPal,316.47,10,False,0.0
566,893,2024-09-13,Sports,Gift Card,216.55,1,True,19.93
567,865,2024-07-01,Electronics,Debit Card,92.34,2,True,41.93
568,459,2024-06-25,Electronics,Credit Card,228.05,6,False,0.0
569,445,2024-08-27,Books,Debit Card,107.34,4,True,19.85
570,497,2024-07-24,Electronics,PayPal,218.74,2,False,0.0
571,449,2024-09-28,Clothing,Credit Card,54.78,6,False,0.0
572,107,2024-11-10,Clothing,Gift Card,269.07,3,False,0.0
573,966,2024-11-09,Electronics,PayPal,53.83,1,False,0.0
574,225,2024-10-06,Books,Gift Card,279.45,2,False,0.0
575,527,2024-06-26,Beauty,Debit Card,245.44,10,False,0.0
576,415,2024-09-17,Beauty,Credit Card,107.47,3,False,0.0
577,302,2024-06-19,Beauty,Debit Card,219.47,5,True,7.78
578,940,2024-10-14,Beauty,PayPal,346.86,9,False,0.0
579,442,2024-07-31,Beauty,Credit Card,134.16,7,True,14.93
580,427,2024-12-11,Books,Debit Card,368.2,10,False,0.0
581,551,2024-08-10,Electronics,Gift Card,359.28,1,True,10.84
582,621,2024-06-19,Sports,Credit Card,486.17,8,False,0.0
583,135,2024-09-03,Sports,Gift Card,43.53,4,True,28.21
584,705,2024-07-18,Beauty,Debit Card,362.88,1,True,4.83
585,916,2024-09-12,Home & Garden,Credit Card,472.93,5,False,0.0
586,362,2024-07-28,Home & Garden,Gift Card,214.55,10,False,0.0
587,761,2024-07-16,Books,Credit Card,54.69,2,False,0.0
588,203,2024-12-07,Home & Garden,Gift Card,467.3,6,True,31.11
589,97,2024-11-02,Beauty,Gift Card,172.54,8,False,0.0
590,554,2024-08-05,Sports,Debit Card,85.26,3,False,0.0
591,643,2024-11-10,Electronics,PayPal,311.08,3,True,28.57
592,367,2024-07-18,Home & Garden,Gift Card,92.32,9,True,14.61
593,323,2024-09-14,Beauty,Credit Card,384.3,1,False,0.0
594,722,2024-08-14,Books,PayPal,491.39,10,False,0.0
595,866,2024-09-01,Electronics,Debit Card,488.42,3,True,8.33
596,215,2024-09-08,Books,Credit Card,114.07,2,True,33.24
597,149,2024-09-26,Beauty,Debit Card,184.8,10,False,0.0
598,248,2024-10-15,Sports,Gift Card,39.8,1,False,0.0
599,815,2024-10-31,Beauty,PayPal,239.62,10,True,48.24
600,679,2024-09-16,Books,Gift Card,73.51,10,True,19.85
601,27,2024-10-18,Beauty,Debit Card,312.93,6,False,0.0
602,993,2024-11-10,Beauty,Debit Card,81.37,10,False,0.0
603,192,2024-06-15,Beauty,Gift Card,452.39,6,False,0.0
604,880,2024-08-21,Home & Garden,Credit Card,189.31,2,True,33.15
605,335,2024-12-04,Home & Garden,Credit Card,223.41,1,False,0.0
606,768,2024-09-11,Electronics,Credit Card,228.62,2,True,34.27
607,121,2024-11-04,Home & Garden,Credit Card,236.33,7,False,0.0
608,327,2024-12-02,Clothing,Gift Card,309.33,6,True,35.92
609,874,2024-11-18,Electronics,Credit Card,89.0,4,True,29.12
610,561,2024-09-21,Books,Gift Card,76.71,5,False,0.0
611,330,2024-06-27,Beauty,Debit Card,69.16,6,True,20.97
612,496,2024-08-09,Clothing,Debit Card,115.91,5,True,23.49
613,710,2024-08-08,Electronics,Credit Card,193.68,7,True,41.25
614,175,2024-08-15,Beauty,Gift Card,245.68,3,True,34.28
615,35,2024-09-25,Books,Debit Card,205.71,8,False,0.0
616,400,2024-06-27,Beauty,Credit Card,306.57,1,True,10.94
617,531,2024-09-10,Electronics,PayPal,252.49,10,True,29.6
618,763,2024-12-09,Electronics,Debit Card,387.32,10,True,21.2
619,128,2024-10-24,Clothing,PayPal,127.97,5,False,0.0
620,184,2024-07-18,Clothing,PayPal,359.62,8,False,0.0
621,979,2024-09-28,Electronics,Debit Card,411.48,1,True,6.14
622,850,2024-11-04,Beauty,Credit Card,124.45,10,False,0.0
623,856,2024-11-08,Clothing,Debit Card,267.44,7,True,5.78
624,823,2024-08-03,Clothing,Debit Card,299.98,7,True,40.23
625,712,2024-08-07,Books,Debit Card,168.75,4,False,0.0
626,735,2024-08-06,Home & Garden,PayPal,144.75,4,False,0.0
627,713,2024-10-29,Home & Garden,Credit Card,374.6,2,False,0.0
628,77,2024-11-24,Home & Garden,PayPal,352.94,3,False,0.0
629,328,2024-09-25,Beauty,PayPal,40.12,1,True,3.26
630,659,2024-07-20,Clothing,Debit Card,480.67,7,False,0.0
631,453,2024-08-11,Clothing,Credit Card,18.54,4,False,0.0
632,312,2024-07-18,Beauty,Gift Card,252.77,2,False,0.0
633,253,2024-07-19,Books,Debit Card,427.36,10,False,0.0
634,340,2024-10-19,Sports,PayPal,359.29,10,True,26.12
635,977,2024-07-16,Clothing,Debit Card,264.27,5,True,48.7
636,627,2024-07-07,Clothing,Debit Card,236.68,3,True,29.33
637,253,2024-11-21,Home & Garden,Debit Card,33.06,10,False,0.0
638,290,2024-10-03,Beauty,Credit Card,109.24,1,False,0.0
639,838,2024-11-10,Electronics,Debit Card,24.37,4,False,0.0
640,312,2024-09-19,Electronics,Gift Card,66.83,10,True,25.3
641,581,2024-08-11,Sports,Gift Card,434.17,1,False,0.0
642,712,2024-09-02,Sports,Debit Card,51.5,1,False,0.0
643,541,2024-08-20,Books,Debit Card,475.03,6,False,0.0
644,681,2024-10-20,Home & Garden,Credit Card,124.5,2,False,0.0
645,175,2024-06-17,Beauty,Debit Card,108.56,7,False,0.0
646,133,2024-06-23,Clothing,Gift Card,110.55,10,True,1.0
647,54,2024-08-31,Sports,PayPal,266.47,9,False,0.0
648,47,2024-12-03,Books,Credit Card,321.2,5,True,22.15
649,143,2024-11-27,Clothing,Credit Card,195.42,8,True,9.59
650,166,2024-11-13,Clothing,Debit Card,321.11,3,False,0.0
651,179,2024-07-03,Beauty,PayPal,322.61,6,False,0.0
652,280,2024-10-24,Books,Debit Card,292.81,6,True,32.07
653,203,2024-11-23,Sports,Debit Card,445.96,1,False,0.0
654,856,2024-07-22,Beauty,PayPal,106.67,9,False,0.0
655,27,2024-09-18,Electronics,Debit Card,378.37,10,True,20.89
656,882,2024-08-13,Books,Credit Card,273.39,10,False,0.0
657,767,2024-06-20,Books,Gift Card,236.34,7,True,38.56
658,627,2024-11-11,Clothing,PayPal,417.69,6,True,41.85
659,609,2024-06-28,Beauty,PayPal,105.26,5,False,0.0
660,623,2024-08-26,Home & Garden,Gift Card,49.0,7,False,0.0
661,832,2024-11-03,Clothing,Gift Card,202.57,7,True,12.11
662,692,2024-09-15,Sports,Credit Card,309.97,5,True,10.29
663,805,2024-09-13,Home & Garden,Credit Card,54.34,5,False,0.0
664,911,2024-08-16,Electronics,Credit Card,486.58,2,True,5.46
665,597,2024-12-07,Beauty,Gift Card,471.98,4,False,0.0
666,316,2024-10-09,Clothing,Gift Card,215.78,1,False,0.0
667,120,2024-09-07,Clothing,Debit Card,340.23,5,True,1.37
668,857,2024-11-03,Clothing,Gift Card,261.34,5,False,0.0
669,287,2024-11-23,Beauty,Debit Card,455.59,2,True,48.68
670,460,2024-08-06,Electronics,Debit Card,116.2,4,False,0.0
671,549,2024-07-30,Home & Garden,Debit Card,418.58,3,True,19.5
672,85,2024-10-20,Sports,Credit Card,226.81,10,True,30.18
673,502,2024-11-24,Beauty,Gift Card,348.97,7,False,0.0
674,388,2024-07-29,Clothing,PayPal,66.43,8,False,0.0
675,805,2024-10-18,Sports,Debit Card,238.72,5,True,35.96
676,397,2024-11-11,Books,Debit Card,422.42,1,False,0.0
677,491,2024-09-18,Books,Credit Card,432.94,8,True,14.17
678,573,2024-12-02,Beauty,Credit Card,347.6,2,True,9.74
679,443,2024-06-22,Home & Garden,Gift Card,296.27,10,True,41.15
680,532,2024-11-23,Clothing,Credit Card,463.67,7,False,0.0
681,403,2024-07-06,Beauty,PayPal,299.11,3,False,0.0
682,871,2024-10-07,Home & Garden,Credit Card,94.86,7,True,17.61
683,351,2024-10-02,Home & Garden,PayPal,56.87,10,False,0.0
684,748,2024-07-02,Beauty,PayPal,148.59,10,True,25.6
685,743,2024-09-14,Home & Garden,PayPal,204.55,10,True,29.25
686,525,2024-09-28,Electronics,Gift Card,390.61,9,True,39.1
687,200,2024-08-10,Sports,Gift Card,419.61,1,False,0.0
688,557,2024-09-21,Clothing,PayPal,193.47,6,True,32.46
689,749,2024-11-13,Sports,Gift Card,88.87,8,False,0.0
690,42,2024-11-25,Electronics,Debit Card,299.78,6,False,0.0
691,396,2024-11-27,Books,Gift Card,181.9,10,True,21.89
692,239,2024-08-24,Books,Debit Card,226.33,10,True,23.51
693,373,2024-09-22,Clothing,Debit Card,499.16,3,False,0.0
694,671,2024-09-16,Home & Garden,Credit Card,483.47,7,True,33.6
695,333,2024-09-12,Electronics,PayPal,307.2,1,False,0.0
696,568,2024-07-05,Electronics,Debit Card,306.6,7,False,0.0
697,1,2024-07-24,Books,Credit Card,352.54,7,False,0.0
698,335,2024-08-14,Books,PayPal,329.9,2,False,0.0
699,732,2024-11-19,Electronics,Credit Card,142.38,2,True,18.14
700,406,2024-08-04,Home & Garden,Credit Card,206.66,7,True,7.84
701,610,2024-10-20,Beauty,Gift Card,78.32,4,False,0.0
702,432,2024-11-05,Clothing,Gift Card,177.84,6,False,0.0
703,313,2024-06-30,Beauty,Credit Card,423.51,8,True,17.56
704,183,2024-10-06,Beauty,PayPal,491.7,8,False,0.0
705,627,2024-06-26,Electronics,Debit Card,246.97,10,True,6.34
706,651,2024-12-02,Home & Garden,Gift Card,448.59,10,False,0.0
707,119,2024-07-27,Electronics,Debit Card,122.35,5,True,5.48
708,349,2024-08-05,Home & Garden,Debit Card,236.21,4,False,0.0
709,36,2024-07-30,Sports,PayPal,433.73,4,True,5.9
710,797,2024-06-29,Beauty,PayPal,200.97,6,True,49.25
711,940,2024-08-14,Clothing,PayPal,229.24,3,False,0.0
712,951,2024-09-13,Books,Gift Card,350.6,5,False,0.0
713,211,2024-12-11,Home & Garden,PayPal,179.87,1,False,0.0
714,561,2024-08-12,Sports,Credit Card,70.37,1,True,44.85
715,679,2024-09-27,Clothing,Gift Card,236.25,1,False,0.0
716,395,2024-06-27,Sports,Gift Card,408.23,4,False,0.0
717,588,2024-08-22,Books,Debit Card,209.04,1,False,0.0
718,892,2024-09-01,Sports,Debit Card,179.82,6,True,10.05
719,126,2024-06-18,Books,Gift Card,479.27,9,True,0.8
720,540,2024-08-15,Sports,PayPal,345.8,9,True,49.11
721,516,2024-11-20,Electronics,Debit Card,418.51,8,True,4.51
722,691,2024-09-19,Clothing,PayPal,161.71,3,False,0.0
723,581,2024-08-27,Books,Debit Card,430.13,9,True,24.18
724,936,2024-10-15,Electronics,Credit Card,300.2,1,True,28.26
725,337,2024-08-13,Clothing,PayPal,349.89,8,True,24.92
726,788,2024-07-06,Electronics,Gift Card,92.12,8,False,0.0
727,665,2024-09-06,Clothing,PayPal,270.04,5,True,26.36
728,775,2024-11-12,Electronics,Gift Card,255.26,7,True,13.23
729,269,2024-11-15,Clothing,Credit Card,327.54,6,True,23.35
730,7,2024-07-02,Clothing,PayPal,274.11,10,True,33.55
731,340,2024-09-11,Sports,Gift Card,402.4,7,True,11.95
732,652,2024-09-22,Electronics,PayPal,419.05,8,True,7.9
733,927,2024-12-07,Sports,PayPal,64.73,9,True,28.41
734,735,2024-12-10,Clothing,Gift Card,341.45,2,True,18.14
735,402,2024-08-18,Electronics,Debit Card,127.75,3,True,29.61
736,961,2024-08-01,Home & Garden,PayPal,426.48,7,False,0.0
737,431,2024-11-16,Electronics,Debit Card,165.36,1,True,8.3
738,229,2024-11-01,Sports,Gift Card,401.36,1,True,16.84
739,632,2024-07-17,Electronics,Credit Card,304.71,4,False,0.0
740,372,2024-11-17,Beauty,Gift Card,417.83,8,True,18.4
741,460,2024-07-11,Beauty,PayPal,296.97,9,False,0.0
742,749,2024-07-24,Books,Debit Card,472.03,5,True,48.8
743,567,2024-09-07,Electronics,Debit Card,149.25,2,True,3.25
744,548,2024-07-05,Books,Debit Card,473.82,4,False,0.0
745,397,2024-09-09,Beauty,Credit Card,17.74,8,True,11.19
746,684,2024-08-22,Clothing,Credit Card,56.7,2,True,47.23
747,860,2024-12-04,Home & Garden,Debit Card,481.15,4,True,26.38
748,854,2024-08-19,Electronics,PayPal,276.01,9,False,0.0
749,854,2024-10-27,Clothing,Debit Card,372.29,10,False,0.0
750,545,2024-11-14,Home & Garden,Credit Card,274.22,10,False,0.0
751,478,2024-08-12,Beauty,Gift Card,197.54,6,False,0.0
752,571,2024-10-26,Clothing,PayPal,334.3,10,False,0.0
753,871,2024-06-24,Clothing,Gift Card,253.72,9,True,15.92
754,238,2024-10-23,Clothing,Debit Card,245.29,9,True,25.04
755,357,2024-06-21,Home & Garden,Credit Card,468.0,8,False,0.0
756,967,2024-07-24,Clothing,PayPal,53.72,10,False,0.0
757,995,2024-09-28,Books,Debit Card,308.47,1,False,0.0
758,354,2024-11-20,Electronics,Credit Card,266.53,10,True,45.06
759,893,2024-07-15,Beauty,Credit Card,105.24,6,False,0.0
760,776,2024-07-26,Books,Credit Card,331.58,5,False,0.0
761,643,2024-07-31,Electronics,Debit Card,311.35,8,True,37.77
762,872,2024-08-26,Home & Garden,Debit Card,130.64,5,False,0.0
763,59,2024-09-14,Sports,PayPal,87.07,4,False,0.0
764,234,2024-08-18,Books,Credit Card,267.03,8,True,44.12
765,389,2024-11-14,Beauty,Debit Card,257.25,3,False,0.0
766,396,2024-07-23,Books,Credit Card,94.39,9,True,48.51
767,513,2024-11-13,Home & Garden,Credit Card,499.79,4,True,3.97
768,633,2024-09-28,Electronics,Gift Card,417.09,5,False,0.0
769,393,2024-09-22,Electronics,PayPal,349.9,3,True,20.97
770,568,2024-12-01,Beauty,Debit Card,426.6,7,True,19.6
771,120,2024-10-25,Books,Debit Card,154.51,7,False,0.0
772,263,2024-11-24,Books,Gift Card,65.77,7,True,45.82
773,547,2024-06-23,Beauty,Gift Card,61.38,5,True,35.84
774,503,2024-07-05,Books,Gift Card,115.58,6,True,24.36
775,744,2024-09-07,Electronics,Debit Card,298.2,8,False,0.0
776,117,2024-07-22,Electronics,Credit Card,454.96,7,True,36.76
777,76,2024-07-02,Clothing,PayPal,345.7,4,False,0.0
778,479,2024-09-12,Clothing,PayPal,304.0,8,True,25.84
779,460,2024-09-15,Home & Garden,PayPal,319.76,4,False,0.0
780,32,2024-10-20,Books,Debit Card,477.09,9,False,0.0
781,649,2024-07-26,Electronics,Credit Card,467.68,4,False,0.0
782,933,2024-09-16,Home & Garden,PayPal,271.84,10,False,0.0
783,372,2024-12-06,Clothing,Credit Card,297.08,5,False,0.0
784,974,2024-11-08,Books,Gift Card,234.58,4,True,1.58
785,634,2024-07-27,Sports,PayPal,413.89,5,True,29.83
786,446,2024-12-02,Books,PayPal,233.85,10,False,0.0
787,815,2024-06-30,Sports,Credit Card,60.78,3,True,13.79
788,487,2024-07-26,Books,PayPal,85.09,2,True,26.83
789,533,2024-09-09,Books,Credit Card,71.07,3,True,14.83
790,711,2024-09-13,Sports,Credit Card,310.59,10,True,31.45
791,407,2024-12-10,Books,PayPal,295.0,7,True,29.16
792,308,2024-08-16,Home & Garden,Credit Card,23.99,9,False,0.0
793,232,2024-07-15,Clothing,Gift Card,482.85,5,True,18.42
794,606,2024-12-12,Beauty,PayPal,198.76,4,False,0.0
795,476,2024-08-08,Beauty,PayPal,173.04,4,True,48.4
796,920,2024-08-05,Home & Garden,Debit Card,308.14,3,False,0.0
797,426,2024-10-09,Home & Garden,PayPal,423.31,9,True,29.17
798,734,2024-10-24,Electronics,Debit Card,313.75,4,True,11.95
799,691,2024-08-14,Home & Garden,PayPal,221.98,3,True,21.06
800,534,2024-08-07,Clothing,PayPal,365.45,9,False,0.0
801,467,2024-08-06,Clothing,Debit Card,443.03,6,False,0.0
802,969,2024-09-10,Books,Credit Card,47.3,4,False,0.0
803,527,2024-09-11,Home & Garden,Gift Card,84.96,4,False,0.0
804,579,2024-07-15,Beauty,Gift Card,487.86,9,False,0.0
805,361,2024-07-12,Sports,PayPal,403.93,9,False,0.0
806,818,2024-07-24,Home & Garden,PayPal,221.05,1,True,1.91
807,641,2024-07-18,Clothing,PayPal,359.58,1,False,0.0
808,727,2024-09-13,Beauty,Credit Card,317.12,6,True,47.39
809,368,2024-09-06,Electronics,PayPal,157.18,6,True,18.8
810,757,2024-11-16,Home & Garden,PayPal,202.95,4,False,0.0
811,376,2024-08-06,Sports,Credit Card,330.61,4,True,21.93
812,502,2024-09-03,Sports,Debit Card,314.0,7,False,0.0
813,829,2024-07-11,Beauty,PayPal,183.11,5,False,0.0
814,218,2024-08-18,Books,Gift Card,491.46,7,False,0.0
815,790,2024-08-08,Electronics,Credit Card,215.27,7,False,0.0
816,116,2024-09-17,Books,PayPal,289.69,3,False,0.0
817,115,2024-08-27,Sports,Gift Card,347.2,9,False,0.0
818,188,2024-10-27,Books,Debit Card,197.73,9,False,0.0
819,417,2024-11-09,Electronics,PayPal,77.04,5,False,0.0
820,148,2024-09-22,Beauty,Gift Card,291.79,5,True,35.5
821,362,2024-09-04,Beauty,Credit Card,449.78,1,False,0.0
822,676,2024-10-03,Books,Credit Card,332.08,4,True,18.28
823,458,2024-08-24,Home & Garden,Credit Card,480.3,6,True,7.98
824,726,2024-06-21,Electronics,PayPal,142.91,5,False,0.0
825,816,2024-07-12,Sports,PayPal,457.46,8,False,0.0
826,979,2024-07-16,Books,PayPal,273.1,1,False,0.0
827,984,2024-08-11,Sports,PayPal,287.47,6,False,0.0
828,326,2024-12-12,Home & Garden,Gift Card,12.96,6,True,42.71
829,19,2024-08-07,Home & Garden,Credit Card,196.86,5,False,0.0
830,780,2024-06-29,Beauty,Debit Card,369.31,5,False,0.0
