event_id,customer_id,event_type,event_date,value
1271,442,email_open,2024-12-03,91.47
1272,177,page_view,2024-10-25,165.4
1273,66,add_to_cart,2024-10-26,0.0
1274,573,email_open,2024-10-21,0.0
1275,496,page_view,2024-11-28,193.06
1276,728,add_to_cart,2024-09-27,0.0
1277,205,add_to_cart,2024-09-27,0.0
1278,138,email_click,2024-12-07,144.5
1279,802,email_click,2024-11-15,0.0
1280,539,email_open,2024-12-08,0.0
1281,665,page_view,2024-12-04,0.0
1282,587,purchase,2024-11-12,0.0
1283,10,page_view,2024-10-26,0.0
1284,731,page_view,2024-10-23,82.53
1285,601,page_view,2024-10-15,27.04
1286,660,email_click,2024-10-13,0.0
1287,500,purchase,2024-09-28,0.0
1288,310,page_view,2024-12-10,0.0
1289,341,email_open,2024-11-24,0.0
1290,48,page_view,2024-11-04,0.0
1291,815,purchase,2024-10-29,132.78
1292,353,page_view,2024-12-10,0.0
1293,588,add_to_cart,2024-10-11,192.41
1294,22,email_click,2024-09-18,99.29
1295,551,add_to_cart,2024-09-29,76.49
1296,304,email_click,2024-09-18,101.93
1297,832,page_view,2024-10-21,78.16
1298,802,page_view,2024-11-05,176.62
1299,427,purchase,2024-11-20,0.0
1300,960,page_view,2024-11-28,37.09
1301,879,add_to_cart,2024-09-17,0.0
1302,190,add_to_cart,2024-12-09,190.68
1303,761,email_open,2024-12-06,0.0
1304,257,purchase,2024-11-22,37.93
1305,890,purchase,2024-09-19,32.89
1306,874,purchase,2024-12-05,0.0
1307,959,page_view,2024-10-20,0.0
1308,655,email_open,2024-11-03,0.0
1309,903,email_click,2024-10-19,0.0
1310,827,add_to_cart,2024-10-26,0.0
1311,646,email_open,2024-10-30,0.0
1312,335,purchase,2024-12-03,193.71
1313,296,email_click,2024-09-24,143.35
1314,891,page_view,2024-10-14,45.47
1315,653,email_click,2024-11-18,0.0
1316,127,purchase,2024-10-13,56.67
1317,852,email_open,2024-11-15,0.0
1318,350,purchase,2024-10-18,73.8
1319,620,email_click,2024-11-30,0.0
1320,869,email_click,2024-11-28,61.18
1321,953,email_click,2024-10-21,147.8
1322,510,email_click,2024-10-02,144.84
1323,32,add_to_cart,2024-09-24,184.96
1324,995,add_to_cart,2024-10-11,192.82
1325,156,email_click,2024-09-22,0.0
1326,691,purchase,2024-12-12,101.7
1327,208,email_open,2024-11-29,151.56
1328,462,email_click,2024-12-06,0.0
1329,793,email_open,2024-12-04,0.0
1330,165,email_open,2024-11-11,0.0
1331,330,add_to_cart,2024-11-15,156.62
1332,603,purchase,2024-10-07,43.03
1333,194,page_view,2024-10-30,0.0
1334,994,email_click,2024-12-07,71.51
1335,622,add_to_cart,2024-10-12,0.0
1336,499,email_click,2024-12-08,0.0
1337,293,email_open,2024-10-26,132.46
1338,228,purchase,2024-10-07,0.0
1339,220,email_click,2024-09-18,7.69
1340,634,email_open,2024-10-05,101.03
1341,776,email_click,2024-11-10,0.0
1342,373,purchase,2024-10-13,124.63
1343,828,email_open,2024-09-24,0.0
1344,12,page_view,2024-10-31,6.43
1345,596,email_click,2024-12-01,0.0
1346,927,add_to_cart,2024-11-06,16.16
1347,548,page_view,2024-10-03,0.0
1348,822,purchase,2024-10-01,91.73
1349,427,add_to_cart,2024-10-31,96.43
1350,244,add_to_cart,2024-11-29,20.48
1351,15,purchase,2024-09-25,100.04
1352,713,add_to_cart,2024-09-13,77.88
1353,736,email_open,2024-11-25,143.46
1354,706,add_to_cart,2024-10-21,47.81
1355,30,email_open,2024-10-13,109.69
1356,977,page_view,2024-10-01,157.34
1357,161,page_view,2024-10-08,191.44
1358,392,email_click,2024-10-15,102.85
1359,621,page_view,2024-09-20,22.81
1360,690,page_view,2024-10-02,67.64
1361,182,email_click,2024-09-28,0.0
1362,163,email_click,2024-11-15,0.0
1363,870,email_open,2024-09-25,183.06
1364,67,add_to_cart,2024-12-03,0.0
1365,374,add_to_cart,2024-12-03,47.78
1366,154,page_view,2024-11-26,0.0
1367,297,page_view,2024-10-30,0.0
1368,789,add_to_cart,2024-12-01,188.38
1369,897,email_open,2024-10-28,0.0
1370,185,email_open,2024-09-24,0.0
1371,128,email_click,2024-09-16,0.0
1372,265,email_click,2024-11-19,195.39
1373,771,page_view,2024-11-14,0.0
1374,511,email_click,2024-12-09,159.41
1375,336,add_to_cart,2024-12-12,105.02
1376,878,add_to_cart,2024-10-30,195.85
1377,85,purchase,2024-10-31,93.74
1378,990,add_to_cart,2024-10-16,195.07
1379,189,email_click,2024-11-05,12.8
1380,304,add_to_cart,2024-11-29,48.17
1381,618,add_to_cart,2024-09-26,131.46
1382,802,add_to_cart,2024-12-10,136.55
1383,418,purchase,2024-12-09,0.0
1384,844,add_to_cart,2024-11-24,20.69
1385,464,add_to_cart,2024-09-18,71.82
1386,463,add_to_cart,2024-09-24,0.0
1387,322,page_view,2024-10-30,0.0
1388,385,page_view,2024-11-29,0.0
1389,570,page_view,2024-10-24,0.0
1390,417,purchase,2024-12-08,174.87
1391,397,email_open,2024-10-24,56.39
1392,56,purchase,2024-10-12,40.77
1393,313,add_to_cart,2024-11-12,164.68
1394,142,page_view,2024-10-25,49.9
1395,691,add_to_cart,2024-10-11,34.11
1396,196,add_to_cart,2024-11-17,4.78
1397,9,page_view,2024-11-28,0.0
1398,9,purchase,2024-10-23,64.44
1399,382,page_view,2024-09-21,0.0
1400,492,email_open,2024-11-06,0.0
1401,217,purchase,2024-09-26,0.0
1402,485,email_click,2024-10-10,193.91
1403,270,purchase,2024-11-06,31.12
1404,470,add_to_cart,2024-11-30,89.39
1405,15,page_view,2024-11-30,0.0
1406,725,purchase,2024-11-27,0.0
1407,718,add_to_cart,2024-11-15,0.0
1408,190,add_to_cart,2024-10-11,195.72
1409,646,purchase,2024-09-15,112.16
1410,993,email_click,2024-09-25,155.91
1411,83,page_view,2024-10-23,0.0
1412,604,email_open,2024-09-25,0.0
1413,383,page_view,2024-10-31,0.0
1414,526,email_click,2024-11-24,0.0
1415,790,page_view,2024-12-09,0.0
1416,215,purchase,2024-11-30,0.0
1417,686,add_to_cart,2024-10-16,196.08
1418,114,add_to_cart,2024-11-08,77.15
1419,69,email_open,2024-10-23,158.42
1420,912,email_click,2024-10-01,0.0
1421,881,purchase,2024-11-11,0.0
1422,2,add_to_cart,2024-12-05,70.77
1423,799,add_to_cart,2024-11-26,0.0
1424,991,email_open,2024-11-09,89.03
1425,97,email_click,2024-12-02,172.86
1426,727,purchase,2024-09-17,0.0
1427,77,add_to_cart,2024-09-15,0.0
1428,20,purchase,2024-11-28,0.0
1429,824,purchase,2024-11-08,170.73
1430,199,add_to_cart,2024-10-21,0.0
1431,984,email_click,2024-10-10,0.0
1432,514,page_view,2024-09-30,0.0
1433,301,page_view,2024-11-07,0.0
1434,47,page_view,2024-11-07,0.0
1435,788,email_open,2024-09-14,194.55
1436,670,add_to_cart,2024-10-02,0.0
1437,632,email_open,2024-12-06,9.78
1438,886,add_to_cart,2024-09-27,0.0
1439,649,purchase,2024-11-02,0.0
1440,485,add_to_cart,2024-09-19,12.63
1441,421,page_view,2024-11-21,185.52
1442,467,email_open,2024-10-24,51.89
1443,736,page_view,2024-10-28,0.0
1444,480,page_view,2024-11-03,0.0
1445,446,email_click,2024-11-25,12.44
1446,82,page_view,2024-11-17,72.16
1447,680,purchase,2024-10-16,43.45
1448,149,purchase,2024-09-19,142.86
1449,930,email_click,2024-09-20,193.69
1450,132,email_open,2024-10-26,7.34
1451,323,purchase,2024-11-14,169.93
1452,37,email_open,2024-11-29,0.0
1453,685,email_open,2024-09-18,0.0
1454,113,purchase,2024-10-01,131.42
1455,105,purchase,2024-10-21,0.0
1456,136,add_to_cart,2024-11-09,0.0
1457,251,purchase,2024-09-14,0.0
1458,534,page_view,2024-11-29,0.0
1459,900,purchase,2024-12-09,0.29
1460,647,email_click,2024-09-25,0.0
1461,541,page_view,2024-10-14,0.0
1462,198,purchase,2024-10-22,178.6
1463,546,email_click,2024-11-28,55.42
1464,83,page_view,2024-10-26,0.0
1465,508,add_to_cart,2024-11-27,87.22
1466,99,add_to_cart,2024-11-09,0.0
1467,637,page_view,2024-11-29,18.7
1468,293,email_click,2024-10-16,0.0
1469,835,page_view,2024-10-29,81.02
1470,130,email_click,2024-10-04,0.0
1471,508,purchase,2024-09-30,0.0
1472,291,purchase,2024-11-04,61.52
1473,918,add_to_cart,2024-11-01,0.0
1474,950,email_open,2024-10-01,0.0
1475,650,page_view,2024-09-15,62.08
1476,209,email_click,2024-10-13,0.0
1477,14,email_open,2024-12-10,0.0
1478,603,page_view,2024-11-16,143.44
1479,301,add_to_cart,2024-11-14,55.43
1480,292,add_to_cart,2024-10-23,0.0
1481,469,purchase,2024-09-18,0.0
1482,743,email_click,2024-10-20,0.0
1483,489,add_to_cart,2024-11-03,115.69
1484,63,page_view,2024-10-10,0.0
1485,63,email_click,2024-09-29,0.0
1486,910,add_to_cart,2024-09-19,0.0
1487,880,purchase,2024-09-27,0.0
1488,976,add_to_cart,2024-12-04,6.02
1489,498,add_to_cart,2024-09-23,20.37
1490,278,email_click,2024-09-24,161.18
1491,549,email_open,2024-09-19,0.0
1492,19,add_to_cart,2024-10-28,111.8
1493,632,add_to_cart,2024-12-08,0.0
1494,211,email_open,2024-09-30,0.0
1495,708,email_open,2024-11-17,74.83
1496,933,page_view,2024-10-31,0.0
1497,526,purchase,2024-10-21,26.89
1498,312,page_view,2024-12-03,0.0
1499,561,page_view,2024-11-21,116.0
1500,506,email_open,2024-10-08,0.0
1501,331,email_open,2024-10-03,191.06
1502,713,email_open,2024-12-10,0.0
1503,702,purchase,2024-11-01,0.0
1504,785,email_click,2024-10-04,176.48
1505,806,email_open,2024-10-16,172.33
1506,407,add_to_cart,2024-12-07,180.9
1507,564,purchase,2024-12-12,89.75
1508,677,add_to_cart,2024-10-31,0.0
1509,893,email_click,2024-09-20,0.0
1510,79,email_open,2024-12-07,0.0
1511,302,page_view,2024-11-11,184.73
1512,876,email_open,2024-11-30,0.0
1513,744,email_click,2024-10-09,150.88
1514,288,email_open,2024-11-05,0.0
1515,567,add_to_cart,2024-10-08,148.72
1516,892,email_click,2024-10-19,84.22
1517,905,email_click,2024-10-29,0.0
1518,2,add_to_cart,2024-12-04,0.0
1519,736,email_open,2024-10-15,44.71
1520,317,purchase,2024-11-27,12.46
1521,172,add_to_cart,2024-10-04,0.0
1522,842,email_click,2024-12-04,91.25
1523,355,page_view,2024-12-03,0.0
1524,510,purchase,2024-11-23,0.0
1525,904,email_click,2024-09-16,142.49
1526,36,add_to_cart,2024-10-26,0.0
1527,13,purchase,2024-12-05,0.0
1528,775,email_click,2024-11-01,0.0
1529,663,email_click,2024-09-21,8.21
1530,973,email_open,2024-11-30,178.27
1531,300,purchase,2024-09-17,138.0
1532,183,email_open,2024-10-11,60.6
1533,725,email_click,2024-11-12,0.0
1534,260,add_to_cart,2024-12-03,0.0
1535,346,add_to_cart,2024-10-20,21.33
1536,885,page_view,2024-09-22,48.49
1537,77,add_to_cart,2024-10-19,0.0
1538,409,page_view,2024-10-19,2.61
1539,896,email_open,2024-10-19,70.72
1540,144,email_click,2024-11-30,144.28
1541,239,email_click,2024-11-16,0.0
1542,673,email_click,2024-09-22,0.0
1543,373,email_open,2024-10-04,116.73
1544,315,purchase,2024-12-01,154.2
1545,891,purchase,2024-09-26,178.56
1546,338,purchase,2024-10-17,82.25
1547,420,page_view,2024-10-31,0.0
1548,984,email_open,2024-11-07,0.0
1549,699,add_to_cart,2024-11-04,0.0
1550,455,purchase,2024-11-05,0.0
1551,447,email_click,2024-10-10,5.02
1552,353,email_click,2024-10-30,136.77
1553,131,page_view,2024-11-09,195.62
1554,262,add_to_cart,2024-11-22,0.0
1555,686,page_view,2024-10-10,0.0
1556,408,email_click,2024-11-26,0.0
1557,262,purchase,2024-12-10,73.51
1558,103,email_click,2024-10-04,0.0
1559,697,add_to_cart,2024-10-25,173.11
1560,449,email_click,2024-10-21,0.0
1561,760,add_to_cart,2024-11-25,0.0
1562,443,add_to_cart,2024-10-21,34.68
1563,678,page_view,2024-10-09,0.0
1564,870,add_to_cart,2024-12-09,0.0
1565,252,purchase,2024-11-10,0.0
1566,631,page_view,2024-11-05,192.17
1567,435,page_view,2024-11-29,0.0
1568,456,email_click,2024-10-14,0.0
1569,49,page_view,2024-09-26,0.0
1570,428,add_to_cart,2024-11-08,0.0
1571,181,page_view,2024-10-12,0.0
1572,943,email_open,2024-12-06,0.0
1573,107,purchase,2024-11-19,179.54
1574,168,email_click,2024-09-18,0.0
1575,412,email_click,2024-09-30,83.93
1576,165,email_click,2024-11-06,188.26
1577,568,email_click,2024-09-22,0.0
1578,582,page_view,2024-11-27,0.0
1579,723,email_open,2024-11-22,0.0
1580,471,email_click,2024-11-09,0.0
1581,245,add_to_cart,2024-12-08,0.0
1582,460,purchase,2024-09-19,0.0
1583,191,email_open,2024-11-06,17.03
1584,776,email_open,2024-11-14,172.84
1585,835,purchase,2024-12-05,176.75
1586,318,email_open,2024-10-13,189.96
1587,236,email_click,2024-10-16,115.2
1588,693,add_to_cart,2024-09-18,0.0
1589,71,purchase,2024-11-11,0.0
1590,289,email_click,2024-09-26,148.57
1591,918,purchase,2024-12-04,26.22
1592,526,email_click,2024-10-30,111.79
1593,64,page_view,2024-09-30,130.31
1594,312,purchase,2024-11-02,0.0
1595,320,add_to_cart,2024-11-30,155.86
1596,195,page_view,2024-09-21,12.81
1597,136,page_view,2024-09-22,137.11
1598,138,add_to_cart,2024-10-07,0.0
1599,294,page_view,2024-12-06,193.46
1600,56,page_view,2024-10-29,0.0
1601,365,add_to_cart,2024-10-16,0.0
1602,909,email_open,2024-11-11,29.09
1603,1,add_to_cart,2024-11-21,163.31
1604,571,email_open,2024-12-03,144.09
1605,324,purchase,2024-11-19,0.0
1606,622,page_view,2024-11-27,0.0
1607,829,add_to_cart,2024-10-25,0.0
1608,152,add_to_cart,2024-10-13,0.0
1609,301,page_view,2024-12-06,147.23
1610,653,email_open,2024-09-13,185.71
1611,966,email_open,2024-10-21,0.0
1612,786,email_click,2024-11-11,173.31
1613,11,add_to_cart,2024-12-11,109.85
1614,894,purchase,2024-09-28,119.85
1615,854,add_to_cart,2024-10-08,40.08
1616,535,add_to_cart,2024-10-02,119.54
1617,733,email_open,2024-10-17,0.0
1618,487,email_open,2024-09-26,0.0
1619,895,add_to_cart,2024-09-18,0.0
1620,721,page_view,2024-11-10,160.91
1621,709,email_click,2024-09-17,72.28
1622,305,email_open,2024-10-27,163.67
1623,396,purchase,2024-10-23,0.0
1624,305,add_to_cart,2024-09-25,0.0
1625,441,purchase,2024-11-15,87.85
1626,999,email_open,2024-09-28,32.15
1627,242,purchase,2024-10-25,119.71
1628,469,page_view,2024-12-12,0.0
1629,875,add_to_cart,2024-10-07,0.0
1630,160,page_view,2024-11-20,0.0
1631,786,purchase,2024-12-05,0.0
1632,728,email_click,2024-11-10,61.34
1633,365,email_open,2024-11-24,0.0
1634,557,email_click,2024-10-13,139.83
1635,165,purchase,2024-11-21,0.0
1636,903,page_view,2024-11-11,171.16
1637,461,page_view,2024-10-15,0.0
1638,867,email_click,2024-11-09,0.0
1639,706,page_view,2024-11-13,117.53
1640,222,email_open,2024-11-20,0.0
1641,778,page_view,2024-11-10,191.75
1642,991,email_click,2024-11-04,88.4
1643,59,email_click,2024-12-06,70.03
1644,865,page_view,2024-11-26,94.86
1645,192,email_open,2024-12-03,0.0
1646,113,add_to_cart,2024-12-07,74.92
1647,377,add_to_cart,2024-10-21,163.43
1648,398,email_open,2024-11-28,36.19
1649,950,page_view,2024-10-29,0.91
1650,484,email_click,2024-10-03,119.51
1651,242,add_to_cart,2024-10-27,0.0
1652,925,purchase,2024-10-27,0.0
1653,896,email_open,2024-11-04,0.0
1654,684,purchase,2024-09-29,0.0
1655,804,purchase,2024-11-02,0.0
1656,177,page_view,2024-11-09,0.0
1657,328,add_to_cart,2024-10-08,0.0
1658,900,page_view,2024-11-23,66.24
1659,381,add_to_cart,2024-11-24,0.0
1660,586,add_to_cart,2024-11-08,67.47
1661,35,add_to_cart,2024-11-01,166.82
1662,145,purchase,2024-09-19,0.0
1663,929,page_view,2024-09-29,0.0
1664,911,add_to_cart,2024-09-30,0.0
1665,290,add_to_cart,2024-10-11,84.67
1666,365,add_to_cart,2024-11-17,0.0
1667,939,email_open,2024-11-22,162.71
1668,223,purchase,2024-10-01,174.39
1669,673,email_click,2024-10-18,0.0
1670,150,email_open,2024-10-14,0.0
1671,571,page_view,2024-09-20,0.0
1672,301,page_view,2024-10-22,46.97
1673,166,email_open,2024-10-15,174.94
1674,386,add_to_cart,2024-10-30,0.0
1675,362,add_to_cart,2024-10-02,0.0
1676,566,add_to_cart,2024-09-16,98.72
1677,820,purchase,2024-11-13,159.76
1678,326,purchase,2024-11-02,0.0
1679,646,page_view,2024-09-23,178.35
1680,592,email_open,2024-12-04,104.55
1681,103,purchase,2024-10-11,98.04
1682,608,email_click,2024-11-04,146.67
1683,624,page_view,2024-12-05,96.04
1684,66,email_click,2024-09-14,158.72
1685,896,add_to_cart,2024-12-05,0.0
1686,774,purchase,2024-12-06,0.0
1687,744,purchase,2024-11-21,0.0
1688,620,page_view,2024-12-06,126.4
1689,912,page_view,2024-09-27,138.36
1690,530,page_view,2024-11-11,155.79
1691,840,email_open,2024-11-09,0.0
1692,69,page_view,2024-10-19,0.0
1693,851,email_open,2024-09-30,167.6
1694,522,purchase,2024-10-16,0.0
1695,788,email_click,2024-11-28,185.12
1696,6,email_click,2024-12-09,0.0
1697,951,page_view,2024-10-25,0.0
1698,700,email_open,2024-10-18,0.0
1699,509,add_to_cart,2024-10-12,0.0
1700,994,add_to_cart,2024-09-26,95.22
1701,97,add_to_cart,2024-10-31,181.87
1702,735,purchase,2024-11-04,0.0
1703,404,email_open,2024-09-25,72.93
1704,149,purchase,2024-11-28,0.0
1705,869,add_to_cart,2024-10-04,0.0
1706,114,purchase,2024-11-12,62.29
1707,952,email_open,2024-10-17,0.0
1708,542,purchase,2024-10-26,109.8
1709,400,email_click,2024-10-25,166.19
1710,370,purchase,2024-11-06,130.3
1711,339,email_click,2024-11-15,45.81
1712,894,purchase,2024-12-04,0.0
1713,341,purchase,2024-09-24,185.03
1714,97,page_view,2024-11-28,6.54
1715,866,email_open,2024-10-09,42.93
1716,732,email_open,2024-10-22,177.85
1717,976,purchase,2024-11-13,174.1
1718,237,page_view,2024-11-20,188.46
1719,85,purchase,2024-09-26,71.15
1720,586,purchase,2024-09-18,0.0
1721,102,page_view,2024-12-11,96.87
1722,685,page_view,2024-10-16,107.25
1723,474,purchase,2024-09-18,0.0
1724,683,email_click,2024-10-27,0.0
1725,634,page_view,2024-09-25,68.38
1726,289,email_open,2024-11-30,76.13
1727,383,email_click,2024-12-06,0.0
1728,820,add_to_cart,2024-09-19,0.0
1729,695,purchase,2024-11-13,187.51
1730,899,page_view,2024-09-20,0.0
1731,292,add_to_cart,2024-10-09,0.0
1732,626,email_click,2024-10-23,156.98
1733,934,email_click,2024-10-07,0.0
1734,870,page_view,2024-11-06,0.0
1735,63,page_view,2024-12-04,135.1
1736,714,email_click,2024-09-21,149.8
1737,758,page_view,2024-12-06,0.0
1738,668,email_click,2024-10-04,189.55
1739,990,add_to_cart,2024-10-15,0.0
1740,505,email_open,2024-09-15,83.32
1741,874,purchase,2024-11-05,0.0
1742,750,add_to_cart,2024-10-13,183.73
1743,943,purchase,2024-11-07,0.0
1744,664,purchase,2024-12-04,0.0
1745,675,email_open,2024-10-25,0.0
1746,393,email_click,2024-10-21,44.72
1747,480,email_open,2024-09-13,0.0
1748,661,email_click,2024-09-16,0.0
1749,58,email_open,2024-10-29,185.9
1750,813,email_open,2024-09-28,0.12
1751,869,add_to_cart,2024-11-09,0.0
1752,278,purchase,2024-09-19,0.0
1753,410,add_to_cart,2024-11-10,28.26
1754,502,purchase,2024-10-07,0.0
1755,47,email_click,2024-12-10,0.0
1756,470,page_view,2024-10-24,0.0
1757,431,add_to_cart,2024-11-30,1.62
1758,698,page_view,2024-11-24,29.64
1759,524,purchase,2024-11-15,0.0
1760,474,email_open,2024-10-29,67.92
1761,295,email_click,2024-11-21,130.47
1762,704,email_open,2024-10-02,7.59
1763,470,add_to_cart,2024-10-28,42.28
1764,866,email_click,2024-11-16,0.0
1765,123,page_view,2024-11-21,163.52
1766,650,add_to_cart,2024-10-06,7.17
1767,89,page_view,2024-10-20,61.79
1768,181,email_open,2024-09-18,0.0
1769,349,purchase,2024-10-16,32.05
1770,151,email_click,2024-10-08,125.48
1771,876,email_open,2024-11-23,0.0
1772,673,add_to_cart,2024-09-25,0.0
1773,798,add_to_cart,2024-09-13,173.0
1774,456,page_view,2024-12-09,195.3
1775,953,purchase,2024-10-10,97.3
1776,50,email_click,2024-09-18,36.92
1777,73,email_open,2024-10-30,0.0
1778,667,add_to_cart,2024-11-18,0.0
1779,751,add_to_cart,2024-10-31,35.39
1780,593,page_view,2024-11-10,128.31
1781,974,purchase,2024-11-18,120.03
1782,867,purchase,2024-09-20,0.0
1783,330,purchase,2024-11-08,0.0
1784,358,email_open,2024-11-23,0.0
1785,759,email_click,2024-09-26,112.65
1786,996,purchase,2024-11-17,0.0
1787,240,purchase,2024-11-19,8.3
1788,870,email_open,2024-11-19,0.0
1789,250,purchase,2024-10-15,0.0
1790,310,purchase,2024-10-06,0.0
1791,758,page_view,2024-09-15,0.0
1792,611,purchase,2024-10-27,0.0
1793,440,email_open,2024-11-30,158.67
1794,726,purchase,2024-11-26,0.0
1795,758,email_open,2024-11-18,31.1
1796,581,purchase,2024-09-14,0.0
1797,134,email_click,2024-11-18,0.0
1798,560,purchase,2024-11-04,0.0
1799,596,add_to_cart,2024-10-30,146.81
1800,595,page_view,2024-10-30,0.0
1801,768,add_to_cart,2024-10-08,185.78
1802,582,add_to_cart,2024-11-16,0.0
1803,810,add_to_cart,2024-09-16,0.0
1804,805,purchase,2024-10-26,177.32
1805,133,page_view,2024-10-06,63.9
1806,745,email_click,2024-11-10,41.4
1807,640,email_open,2024-09-25,119.09
1808,635,add_to_cart,2024-10-28,183.5
1809,980,add_to_cart,2024-09-21,145.2
1810,352,email_click,2024-09-30,118.3
1811,143,email_click,2024-09-24,130.96
1812,772,purchase,2024-09-18,54.95
1813,509,add_to_cart,2024-10-12,0.0
1814,622,email_click,2024-10-19,0.0
1815,991,email_open,2024-09-30,0.0
1816,667,add_to_cart,2024-10-05,0.0
1817,672,add_to_cart,2024-11-20,0.0
1818,140,email_click,2024-12-01,0.0
1819,688,email_click,2024-10-31,0.0
1820,276,email_click,2024-11-08,21.71
1821,548,email_open,2024-10-18,0.0
1822,953,add_to_cart,2024-11-07,74.87
1823,470,email_click,2024-12-10,102.64
1824,463,email_click,2024-09-25,0.0
1825,237,purchase,2024-12-12,158.76
1826,165,email_click,2024-11-30,0.0
1827,291,add_to_cart,2024-11-15,0.0
1828,122,page_view,2024-11-25,0.0
1829,813,email_open,2024-10-01,146.53
1830,948,add_to_cart,2024-11-02,159.7
1831,144,email_open,2024-09-15,0.0
1832,462,page_view,2024-11-24,87.78
1833,696,page_view,2024-09-19,93.9
1834,878,add_to_cart,2024-10-08,86.11
1835,804,email_open,2024-11-29,101.59
1836,827,page_view,2024-09-27,0.0
1837,203,add_to_cart,2024-11-18,0.0
1838,616,email_click,2024-10-22,84.01
1839,417,add_to_cart,2024-11-19,0.0
1840,188,email_click,2024-11-01,0.0
1841,841,email_click,2024-12-08,0.0
1842,22,page_view,2024-11-12,57.38
1843,717,email_open,2024-11-07,0.0
1844,921,page_view,2024-10-21,0.0
1845,907,page_view,2024-12-07,18.3
1846,836,email_click,2024-10-27,0.0
1847,212,page_view,2024-09-24,0.0
1848,486,page_view,2024-10-09,0.0
1849,744,purchase,2024-10-27,0.0
1850,525,email_open,2024-12-03,0.0
1851,989,email_click,2024-09-26,0.0
1852,635,purchase,2024-09-17,0.0
1853,449,email_open,2024-11-09,123.75
1854,518,email_open,2024-10-04,0.0
1855,650,add_to_cart,2024-09-23,0.0
1856,125,page_view,2024-12-12,0.0
1857,180,page_view,2024-10-05,0.0
1858,350,add_to_cart,2024-10-08,92.19
1859,332,email_open,2024-09-17,0.0
1860,794,email_open,2024-10-27,0.0
1861,707,page_view,2024-10-04,0.0
1862,186,page_view,2024-09-20,35.69
1863,155,email_click,2024-10-06,99.5
1864,848,page_view,2024-10-03,0.0
1865,15,email_open,2024-10-13,185.11
1866,285,page_view,2024-12-03,182.15
1867,112,email_click,2024-11-13,0.0
1868,384,add_to_cart,2024-09-19,158.79
1869,200,purchase,2024-10-14,0.0
1870,242,email_click,2024-11-29,0.0
1871,65,page_view,2024-10-26,0.0
1872,47,add_to_cart,2024-10-13,116.24
1873,131,add_to_cart,2024-10-05,129.39
1874,275,email_open,2024-11-13,99.18
1875,67,add_to_cart,2024-12-10,9.9
1876,935,purchase,2024-11-12,172.8
1877,30,email_click,2024-10-27,0.0
1878,196,add_to_cart,2024-11-04,0.0
1879,329,purchase,2024-12-04,127.89
1880,93,page_view,2024-12-01,0.0
1881,714,page_view,2024-10-21,0.0
1882,219,purchase,2024-11-02,185.96
1883,397,email_click,2024-11-19,76.39
1884,21,add_to_cart,2024-10-13,0.0
1885,768,email_click,2024-10-11,35.27
1886,322,email_click,2024-10-06,95.91
1887,657,email_click,2024-09-30,56.57
1888,783,add_to_cart,2024-12-10,131.11
1889,866,email_click,2024-10-25,0.0
1890,264,email_click,2024-11-15,0.0
1891,625,purchase,2024-10-25,0.0
1892,38,add_to_cart,2024-12-05,0.0
1893,74,add_to_cart,2024-09-29,0.0
1894,928,email_open,2024-10-25,0.0
1895,74,email_click,2024-09-24,0.0
1896,540,page_view,2024-12-03,0.0
1897,186,email_click,2024-09-20,54.65
1898,234,page_view,2024-10-22,110.47
1899,316,email_open,2024-10-12,86.47
1900,267,email_open,2024-11-10,80.63
1901,377,email_click,2024-12-03,167.06
1902,995,email_click,2024-09-20,0.0
1903,666,email_open,2024-11-16,196.41
1904,363,email_open,2024-10-18,0.0
1905,788,purchase,2024-10-10,0.0
1906,391,purchase,2024-11-12,195.55
1907,585,purchase,2024-11-23,0.0
1908,705,page_view,2024-12-09,2.92
1909,274,email_click,2024-11-20,167.13
1910,273,email_click,2024-11-25,0.0
1911,156,purchase,2024-10-17,0.0
1912,657,add_to_cart,2024-09-27,158.87
1913,386,page_view,2024-11-24,67.53
1914,421,page_view,2024-11-18,29.35
1915,636,add_to_cart,2024-11-11,0.0
1916,304,page_view,2024-09-23,0.0
1917,156,email_click,2024-09-28,0.0
1918,56,page_view,2024-11-28,0.0
1919,418,purchase,2024-11-25,0.0
1920,504,purchase,2024-12-12,0.0
1921,109,page_view,2024-11-08,122.84
1922,809,email_open,2024-11-03,107.75
1923,432,email_click,2024-10-21,0.0
1924,190,add_to_cart,2024-09-15,182.12
1925,336,page_view,2024-10-30,0.0
1926,949,purchase,2024-11-30,0.0
1927,670,page_view,2024-09-22,0.0
1928,709,page_view,2024-10-15,0.0
1929,867,email_open,2024-10-22,0.0
1930,128,email_click,2024-12-08,87.47
1931,39,purchase,2024-12-01,0.0
1932,287,page_view,2024-10-18,0.0
1933,770,email_open,2024-09-27,135.91
1934,293,add_to_cart,2024-12-03,0.0
1935,170,page_view,2024-11-13,0.0
1936,247,email_click,2024-12-07,13.22
1937,922,email_open,2024-12-12,65.9
1938,138,email_click,2024-11-06,0.0
1939,628,purchase,2024-11-17,0.0
1940,155,add_to_cart,2024-11-15,92.98
1941,790,email_click,2024-11-21,152.1
1942,808,email_open,2024-10-03,0.0
1943,951,purchase,2024-10-08,186.91
1944,320,add_to_cart,2024-11-19,0.0
1945,781,email_click,2024-11-30,0.0
1946,198,page_view,2024-12-04,0.0
